Tag;Datum;Zeit;Hallennummer;Inhalt Tooltip Halle;Spielnummer;Liga;Staffelkurzbezeichnung;Heimmannschaft;Gastmannschaft;Ergebnis;Halbzeitergebnis;SR A; Verein SR A; SR B; Verein SR B; SR C; Verein SR C; SR D; Verein SR D
Sun.;26.11.2017;15:30;280160;Ismaning, Schulsporthalle;20056240;LL WB;Landesliga Staffel Süd;TSV Ismaning;HCD Gröbenzell;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;15:30;240340;Regensburg, Sporthalle ESV 27;20036235;LL MB;Landesliga Staffel Süd;ESV 27 Regensbg.;TSV Herrsching;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;15:30;280254;München, Sporthalle PSV München;20038836;ÜBL MB;ÜBL Staffel S 1;PSV München;FC Bayern München;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;15:30;250264;Neu-Ulm, Sporthalle 1 Schulzentrum Pfuhl;20042230;ÜBOL MC;ÜBOL Staffel W;JSG Burlafingen/Neu-Ulm;TSV Wertingen;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;15:45;230300;Oberasbach, Dietrich-Bonhoeffer-Gymnasium;20055040;BY WB;Bayernliga;JSG Fürther Land;HC Erlangen;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;15:45;210181;Kitzingen TGK Ballspielhalle;20033019;ÜBL MA;ÜBL Staffel NW ;TV Großlangheim;TV Marktsteft;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;15:45;260069;Dachau, Sporthalle Augustenfeld;20038535;ÜBL MB;ÜBL Staffel SO 1;TSV Dachau 65;ASV Dachau;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;15:45;270129;Gräfelfing, Kurt-Huber-Gymnasium;20038643;ÜBL MB;ÜBL Staffel SW 1 ;HSG Würm-Mitte;TSV Herrsching II;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;15:45;270080;Eichenau, Sporthalle an der Budrio-Allee;20038735;ÜBL MB;ÜBL Staffel SW 2 ;Eichenauer SV;SSV Schrobenhausen;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;15:45;230108;Fürth, Sporthalle Stadeln;20037149;ÜBOL MB;ÜBOL Staffel NO;MTV Stadeln;HC Hersbruck e.V;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;15:45;250181;Königsbrunn, Dreifachhalle;20042231;ÜBOL MC;ÜBOL Staffel W;BHC Königsbr.09;TSV Haunstetten;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;16:00;210342;Rimpar DJK-Halle;20030048;BY MA;Bayernliga;SG DJK Rimpar;ESV 27 Regensbg.;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;16:00;260162;Ingolstadt, Bezirkssportanlage Mitte;20011074;LLM;Landesliga Staffel N;MTV  Ingolstadt;HC Sulzb.Rosenb.;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;16:00;240005;Auerbach, Helmut-Ott-Halle;20011075;LLM;Landesliga Staffel N;SV 08 Auerbach;TV Helmbrechts;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;16:00;240348;Röthenbach, Steinberghalle;20021074;LLF;Landesliga Staffel N;TSV Röthenbach;HSG Pleichach;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;16:00;220140; Helmbrechts Sporthalle Helmbrechts;20021075;LLF;Landesliga Staffel N;TV Helmbrechts;SG Kunstadt-Weidhausen;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;16:00;260321;Pfaffenhofen-Niederscheyern, Hauptschule;20051030;LL WA;Landesliga Staffel Nord;MTV Pfaffenhofen;ESV 27 Regensbg.;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;16:00;270184;Kempten, Sporthalle an der Westendstrasse;20012077;LLM;Landesliga Staffel S;SG Kempten-Kottern;Dietmannsried/Altusried;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;16:00;220220;Marktleugast, Dreifachsporthalle;20033135;ÜBL MA;ÜBL Staffel N;TV Marktleugast;SG Kunstadt-Weidhausen;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;16:00;240462;Weiden, Sporthalle Realschule;46;ÜBL MC;ÜBL Staffel NO 1 ;HC Weiden;TV Wackersdorf;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;16:00;210020;Bad Brückenau Dreifachsporthalle Römershag;20063034;ÜBL WC;ÜBL Staffel NW 1;FC Bad Brückenau;TSV Mellrichstadt;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;16:00;240264;Neutraubling, Sporthalle Mittelschule;34;ÜBL WC;ÜBL Staffel O ;Mintraching/Neutraubling;FC Neunburg v.W.;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;16:00;260022;Burghausen, Halle am Sportpark;20033635;ÜBL MA;ÜBL Staffel S ;SVW  Burghausen;TSV Trostberg;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;16:00;280243;München, Schulsporthalle Riesstr. 50;20044143;ÜBL MC;ÜBL Staffel S 2;FC Bayern München;TS Jahn München;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;16:00;260205;Landshut, Halle Sportzentrum West;20063826;ÜBL WC;ÜBL Staffel SO  ;TG Landshut II;ATSV Kelheim e.V;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;16:00;260364;Straubing, Turmair-Gymnasium;20052339;ÜBOL WA;ÜBOL Staffel M;HSG Straub.2008;TSV Gaimersheim;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;16:00;240140;Hemau, Tangrintel-Halle;20037229;ÜBOL MB;ÜBOL Staffel M;HG Hemau/Beratzhausen;TG Landshut;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;16:00;230480;Zirndorf, Biberthalle;20037049;ÜBOL MB;ÜBOL Staffel NW;JSG Fürther Land;TSV Rothenburg;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;16:00;230121;Gunzenhausen, Simon-Marius-Gymnasium;20032136;ÜBOL MA;ÜBOL Staffel O;TV Gunzenhausen;SV Rednitzhembach;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;16:00;250461;Wertingen, Sporthalle Gymnasium Wertingen;20052739;ÜBOL WA;ÜBOL Staffel W;TSV Wertingen;Schwabmünchen;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;16:15;250361;Schwabmünchen, Sporthalle an der Grundschule ;20061029;LL WC;Landesliga Staffel Nord;Schwabmünchen;TV Eibach 03;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;16:15;280420;Unterhaching, Hachinga-Halle;20051230;LL WA;Landesliga Staffel Süd;HT München;TSV Allach 09;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;16:15;210121;Giebelstadt Mehrzweckhalle;20043044;ÜBL MC;ÜBL Staffel NW ;SpVgg Giebelstadt;FC Bad Brückenau;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;16:15;210180;Karlstadt Gymnasium;20058043;ÜBL WB;ÜBL Staffel NW ;TSV Karlstadt;TV Gerolzhofen;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;16:15;210060;Dettelbach Maintalhalle;20063136;ÜBL WC;ÜBL Staffel NW  2;SG Dett./Biberg;HSG Pleichach;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;16:15;240460;Wackersdorf, Schulsporthalle;20037230;ÜBOL MB;ÜBOL Staffel M;TV Wackersdorf;HSG Freising-Neufahrn;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;16:15;260001;Altötting, Dreifachturnhalle Hauptschule;20057622;ÜBOL WB;ÜBOL Staffel S;TV Altötting;TuS Raubling;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;16:20;280010;Anzing, Sportzentrum;20030049;BY MA;Bayernliga;SV Anzing;TV Eibach 03;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;16:20;270122;Paul-Hey-Mittelschule;20038644;ÜBL MB;ÜBL Staffel SW 1 ;HC Gauting;TSV Weilheim;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;16:30;280080;Ebersberg, Dr. Wintrich-Halle;20050038;BY WA;Bayernliga;TSV EBE Forst United;VfL Günzburg;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;16:30;270100;Fürstenfeldbruck, Wittelsbacher-Halle;20030050;BY MA;Bayernliga;TuS Fürstenfeldbruck;TSV Herrsching;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;16:30;210463;Würzburg Kürnachtalhalle;20036035;LL MB;Landesliga Staffel Nord;TG 48 Würzburg;TSV Rödelsee;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;16:30;260300;Oberschleißheim, Sporthalle an der Jahnstr. ;20031030;LL MA;Landesliga Staffel Nord;TSV Schleißheim;HC Erlangen;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;16:30;240301;Oberviechtach, Sporthalle Gymnasium;20051031;LL WA;Landesliga Staffel Nord;HV Oberviechtach;FC Neunburg v.W.;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;16:30;250124;Gundelfingen,Kreissporthalle ;20022075;LLF;Landesliga Staffel S;TV Gundelfingen;HCD Gröbenzell II;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;16:30;270301;Oberammergau, Bundeswehr;20043835;ÜBL MC;ÜBL Staffel SW 1 ;SSV Ettal;VfL Buchloe;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;16:30;230268;Nürnberg, Herriedenerhalle;20037150;ÜBOL MB;ÜBOL Staffel NO;JHG Adler Nürnberg;SG Auerbach/Pegnitz;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;16:30;210140;Hammelburg Saaletalhalle;46;ÜBOL WA;ÜBOL Staffel NW;TV/DJK Hammelburg;DJK Nüdlingen;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;16:30;260360;Simbach, Richard-Findel-Halle (städt. Sporthalle;20057623;ÜBOL WB;ÜBOL Staffel S;TSV Simbach;VfL Waldkraiburg;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;16:30;270180;Neugablonz, Sporthalle an der Turnerstrasse;20037449;ÜBOL MB;ÜBOL Staffel SW;SG Kaufbeuren/Neugablonz;TSV Landsberg;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;16:30;250000;Aichach, Sporthalle Gymnasium;20032238;ÜBOL MA;ÜBOL Staffel SW;TSV Aichach;VSC Donauwörth;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;16:30;250220;Meitingen, Sporthalle;20052740;ÜBOL WA;ÜBOL Staffel W;TSV Meitingen;TSF Ludwigsfeld;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;17:00;250180;Kissing, Paartal-Halle;20043945;ÜBL MC;ÜBL Staffel SW 2 ;Kissinger SC;TSV Friedberg II;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;17:00;240080;Eckental, Sporthalle Eschenau;20057131;ÜBOL WB;ÜBOL Staffel N;HG Eckental;TV Gunzenhausen;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;17:00;250264;Neu-Ulm, Sporthalle 1 Schulzentrum Pfuhl;20032239;ÜBOL MA;ÜBOL Staffel SW;JSG Burlafingen/Neu-Ulm;BHC Königsbr.09;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;17:15;280244;München, Schulsporthalle Riegerhofstr.;20052539;ÜBOL WA;ÜBOL Staffel SO;SV München Laim;MTV 79 München;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;17:45;240140;Hemau, Tangrintel-Halle;20052340;ÜBOL WA;ÜBOL Staffel M;HG Hemau/Beratzhausen;DJK Ingolstadt;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;17:45;230480;Zirndorf, Biberthalle;49;ÜBOL MA;ÜBOL Staffel N;JSG Fürther Land;HSG Volkach;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;18:00;230080;Ellingen, Sporthalle;33;ÜBL MA;ÜBL Staffel M ;TSV Weißenburg;ESV Flügelrad;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;18:00;210060;Dettelbach Maintalhalle;20058044;ÜBL WB;ÜBL Staffel NW ;SG Dett./Biberg;TV Marktsteft;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;18:00;280010;Anzing, Sportzentrum;20033636;ÜBL MA;ÜBL Staffel S ;SV Anzing II;TSV Trudering;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;18:00;260321;Pfaffenhofen-Niederscheyern, Hauptschule;20032449;ÜBOL MA;ÜBOL Staffel S;MTV Pfaffenhofen;Eichenauer SV;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;18:00;270184;Kempten, Sporthalle an der Westendstrasse;20052639;ÜBOL WA;ÜBOL Staffel SW;SG Kempten-Kottern;TSV Schongau;="0:0";="0:0";;;;;;;;
Sun.;26.11.2017;18:00;270180;Neugablonz, Sporthalle an der Turnerstrasse;20032240;ÜBOL MA;ÜBOL Staffel SW;SG Kaufbeuren/Neugablonz;TV Memmingen;="0:0";="0:0";;;;;;;;
Wed.;29.11.2017;17:30;270140;Herrsching, Sporthalle an der Nikolausstrasse ;20061229;LL WC;Landesliga Staffel Süd;TSV Herrsching;TSV Gilching;="0:0";="0:0";;;;;;;;
Wed.;29.11.2017;18:30;220260;Naila, Frankenhalle;37;ÜBL WB;ÜBL Staffel N;HG Naila;TV Münchberg;="0:0";="0:0";;;;;;;;
Fri.;01.12.2017;17:45;280345;Raubling, Schulsporthalle ;20052850;ÜBOL WA;ÜBOL Staffel S;TuS Raubling;SV Bruckmühl;="0:0";="0:0";;;;;;;;
Wed.;06.12.2017;19:00;210361;Schweinfurt Schulzentrum West;2;ÜBOL WA;ÜBOL Staffel NW;MHV Schweinf.09;TSV Pfändhausen;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;10:00;260180;Karlsfeld, Sporthalle;20063543;ÜBL WC;ÜBL Staffel M ;TSV Karlsfeld;MTV  Ingolstadt;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;10:30;220261;Neustadt b.Co., Frankenhalle;47;ÜBL MC;ÜBL Staffel N 2;HSG Rödental/Neustadt;SG Hof/Hochfranken;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;11:00;210080;Estenfeld Mehrzweckhalle;20056040;LL WB;Landesliga Staffel Nord;TSG Estenfeld;HV Oberviechtach;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;11:00;270226;Murnau, Hans Burger;20062449;ÜBOL WC;ÜBOL S;TSV Murnau;HC Gauting;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;11:30;210401;Thüngersheim Raiffeisen Sporthalle;20063035;ÜBL WC;ÜBL Staffel NW 1;HSV Thüngersheim;DJK Nüdlingen;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;11:30;280345;Raubling, Schulsporthalle ;20044244;ÜBL MC;ÜBL Staffel S 3;TuS Raubling;MTV 79 München;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;12:00;220261;Neustadt, Frankenhalle;20033136;ÜBL MA;ÜBL Staffel N;HSG Rödental/Neustadt;TSV Hof 1861;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;12:30;230263;Nürnberg, 1. FCN-Halle;20055041;BY WB;Bayernliga;1.FCN Handball;TSV Schleißheim;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;12:45;280253;München, Sporthalle MTV79 Werdenfelsstr.;20052540;ÜBOL WA;ÜBOL Staffel SO;MTV 79 München;SV München Laim;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;13:00;260201;Landshut, VfL-Landshut Achdorf;20041045;LL MC;Landesliga Staffel Nord;VFL Landshut;SpVgg Altenerding;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;13:00;210080;Estenfeld Mehrzweckhalle;20051032;LL WA;Landesliga Staffel Nord;TSG Estenfeld;HV Oberviechtach;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;13:00;210401;Thüngersheim Raiffeisen Sporthalle;20033020;ÜBL MA;ÜBL Staffel NW ;HSV Thüngersheim;SG Ansbach-Dietenhofen ;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;13:00;270160;Immenstadt, Julius-Kunert-Halle;20043836;ÜBL MC;ÜBL Staffel SW 1 ;TV Immenstadt;SG Kempten-Kottern II;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;13:00;240143;Hersbruck, Sportzentrum;20042131;ÜBOL MC;ÜBOL Staffel NO;HC Hersbruck e.V;TV Eibach 03;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;13:00;280345;Raubling, Schulsporthalle ;20057624;ÜBOL WB;ÜBOL Staffel S;TuS Raubling;TSV Vaterstetten;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;13:30;280153;Höhenkirchen-Siegertsbrunn, Schulsporthalle;20062347;ÜBOL WC;ÜBOL SO;TSV Brunnthal;TuS Raubling;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;13:45;280224;München, Sporthalle Eversbuschstr.;20051231;LL WA;Landesliga Staffel Süd;TSV Allach 09;TSV Haunstetten;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;14:00;230266;Nürnberg, ESV Flügelrad;22;ÜBL MA;ÜBL Staffel M ;ESV Flügelrad;TSV Wendelstein;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;14:00;210026;Bergtheim Willi-Sauer-Halle;20063137;ÜBL WC;ÜBL Staffel NW  2;HSG Pleichach;TSV Neustadt;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;14:00;280260;Neubiberg, Sportzentrum;20038935;ÜBL MB;ÜBL Staffel S 2;HSG Neubiberg-Ottobrunn;SV Bruckmühl;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;14:00;270364;Sonthofen, Allgäusporthalle ;20033522;ÜBL MA;ÜBL Staffel SW  ;TSV Sonthofen;SG Augsburg-Gersthofen;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;14:00;240260;Nabburg, Sporthalle Gymnasium;20052438;ÜBOL WA;ÜBOL Staffel O;Nabburg/Schwarzenfeld;HSG Berching/Pollanten;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;14:15;260342;Rottenburg, MZH Laabertal;20033329;ÜBL MA;ÜBL Staffel NO ;TSV Rottenburg;HSG Straub.2008;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;14:15;240143;Hersbruck, Sportzentrum;20032137;ÜBOL MA;ÜBOL Staffel O;HC Hersbruck e.V;JSG Amberg/Sulzbach;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;14:15;270080;Eichenau, Sporthalle an der Budrio-Allee;20032450;ÜBOL MA;ÜBOL Staffel S;Eichenauer SV;HSG Würm-Mitte;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;14:15;250361;Schwabmünchen, Sporthalle an der Grundschule ;20052741;ÜBOL WA;ÜBOL Staffel W;Schwabmünchen;TV Gundelfingen;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;14:30;240360;Schierling, Mehrzweckhalle;20063827;ÜBL WC;ÜBL Staffel SO  ;Schierling/Langquaid;HSG Freising-Neufahrn;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;14:30;270160;Immenstadt, Julius-Kunert-Halle;20038645;ÜBL MB;ÜBL Staffel SW 1 ;TV Immenstadt;TSV Murnau;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;14:45;210401;Thüngersheim Raiffeisen Sporthalle;47;ÜBOL WA;ÜBOL Staffel NW;HSV Thüngersheim;HSG Volkach;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;15:00;280153;Höhenkirchen-Siegertsbrunn, Schulsporthalle;20064229;ÜBL WC;ÜBL Staffel S 3;TSV Brunnthal II;TuS Prien II;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;15:00;260201;Landshut, VfL-Landshut Achdorf;20043637;ÜBL MC;ÜBL Staffel SO 1;VFL Landshut II;HG Ingolstadt;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;15:30;220027;Burgkunstadt, Obermainhalle;20051028;LL WA;Landesliga Staffel Nord;SG Kunstadt-Weidhausen;SV Puschendorf;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;15:30;270020;Bad Tölz, Sporthalle an der Jahnstrasse;20044245;ÜBL MC;ÜBL Staffel S 3;TV Bad Tölz;TSV Schliersee;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;15:30;250021;Bobingen, Sporthalle;20043946;ÜBL MC;ÜBL Staffel SW 2 ;TSV Bobingen;SC Vöhringen;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;15:45;210180;Karlstadt Gymnasium;20058045;ÜBL WB;ÜBL Staffel NW ;TSV Karlstadt;VfL SF Bad Neust;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;16:00;210342;Rimpar DJK-Halle;20035036;BY MB;Bayernliga;SG DJK Rimpar;TSV Simbach;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;16:00;220140; Helmbrechts Sporthalle Helmbrechts;20021076;LLF;Landesliga Staffel N;TV Helmbrechts;TG Landshut;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;16:00;230141;Heilsbronn, Hohenzollernhalle;20036036;LL MB;Landesliga Staffel Nord;SG Kernfranken;TG 48 Würzburg;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;16:00;210026;Bergtheim Willi-Sauer-Halle;20056041;LL WB;Landesliga Staffel Nord;HSG Pleichach;SpVgg Altenerding;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;16:00;280400;Taufkirchen, Sporthalle Köglweg;20061230;LL WC;Landesliga Staffel Süd;HT München;SV München Laim;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;16:00;220200;Lichtenfels, Städt. Sporthalle;36;ÜBL MB;ÜBL Staffel N ;TS Lichtenfels;HG Hut/Ahorn;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;16:00;220341;Rehau, Sportzentrum;20052116;ÜBOL WA;ÜBOL Staffel NO;HSV Hochfranken;TSV Weitramsdorf;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;16:00;210201;Lohr Spessarttorhalle;20037050;ÜBOL MB;ÜBOL Staffel NW;TSV Lohr;TG 1862 Höchberg;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;16:00;240143;Hersbruck, Sportzentrum;20052439;ÜBOL WA;ÜBOL Staffel O;HC Hersbruck e.V;JSG Nürnberger Land;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;16:00;270080;Eichenau, Sporthalle an der Budrio-Allee;20052640;ÜBOL WA;ÜBOL Staffel SW;Eichenauer SV;TSV Landsberg;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;16:15;250361;Schwabmünchen, Sporthalle an der Grundschule ;20061031;LL WC;Landesliga Staffel Nord;Schwabmünchen;TV Gunzenhausen;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;16:15;250008;Haunstetten, Sporthalle  TSV;20061030;LL WC;Landesliga Staffel Nord;TSV Haunstetten;TSG Estenfeld;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;16:15;280345;Raubling, Schulsporthalle ;20062348;ÜBOL WC;ÜBOL SO;TuS Raubling;TSV Ismaning;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;16:15;240360;Schierling, Mehrzweckhalle;20052341;ÜBOL WA;ÜBOL Staffel M;Schierling/Langquaid;MBB SG Manching;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;16:30;230108;Fürth, Sporthalle Stadeln;20021077;LLF;Landesliga Staffel N;MTV Stadeln;SV Obertraubling;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;16:30;280153;Höhenkirchen-Siegertsbrunn, Schulsporthalle;20056241;LL WB;Landesliga Staffel Süd;TSV Brunnthal;TuS Prien;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;16:30;220224;Münchberg, Gymnasiumhalle;20032138;ÜBOL MA;ÜBOL Staffel O;TV Münchberg;SSG Metten;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;16:45;280409;Traunstein, Landkreissporthalle;20044038;ÜBL MC;ÜBL Staffel S 1;SB Chiem. Traunstein;TSV Trostberg;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;17:00;210182;Kitzingen Sickergrundhalle;20036037;LL MB;Landesliga Staffel Nord;TSV Rödelsee;TV 77 Lauf;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;17:00;240340;Regensburg, Sporthalle ESV 27;20036236;LL MB;Landesliga Staffel Süd;ESV 27 Regensbg.;TSV Grafing;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;17:00;270325;Pullach, Erzdiözese;20062349;ÜBOL WC;ÜBOL SO;SV Pullach;TSV Schleißheim;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;17:15;230268;Nürnberg, Herriedenerhalle;20036038;LL MB;Landesliga Staffel Nord;Post SV Nbg;HaSpo Bayreuth;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;17:30;220027;Burgkunstadt, Obermainhalle;20021078;LLF;Landesliga Staffel N;SG Kunstadt-Weidhausen;HSV Bergtheim II;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;17:30;250125;Günzburg, Sporthalle ;20022076;LLF;Landesliga Staffel S;VfL Günzburg;TV Gundelfingen;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;17:30;280400;Taufkirchen, Sporthalle Köglweg;20036237;LL MB;Landesliga Staffel Süd;HT München;TSV Allach 09 II;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;17:30;250180;Kissing, Paartal-Halle;20043947;ÜBL MC;ÜBL Staffel SW 2 ;Kissinger SC;TSV Neusäss;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;17:30;250021;Bobingen, Sporthalle;20032241;ÜBOL MA;ÜBOL Staffel SW;TSV Bobingen;HSG Lauingen-Wittislingen;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;17:45;280345;Raubling, Schulsporthalle ;20052851;ÜBOL WA;ÜBOL Staffel S;TuS Raubling;TV Altötting;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;18:00;210026;Bergtheim Willi-Sauer-Halle;20021079;LLF;Landesliga Staffel N;HSG Pleichach;HC Sulzb.Rosenb.;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;18:00;240020;Burglengenfeld, Sporthalle Johann-Michael-Fischer-Gymnasium;20052342;ÜBOL WA;ÜBOL Staffel M;JHG Städtedreieck/Schwandorf;TSV Gaimersheim;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;18:00;240143;Hersbruck, Sportzentrum;20037151;ÜBOL MB;ÜBOL Staffel NO;HC Hersbruck e.V;TV Helmbrechts;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;18:00;240460;Wackersdorf, Schulsporthalle;20057231;ÜBOL WB;ÜBOL Staffel O;TV Wackersdorf;HSG Pyrbaum/Seligenporten;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;18:30;270325;Pullach, Erzdiözese;20044246;ÜBL MC;ÜBL Staffel S 3;SV Pullach;TSV Brannenburg;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;18:30;280409;Traunstein, Landkreissporthalle;20032341;ÜBOL MA;ÜBOL Staffel SO;SB Chiem. Traunstein;TSV Murnau;="0:0";="0:0";;;;;;;;
Sat.;09.12.2017;19:30;250125;Günzburg, Sporthalle ;20010092;BY M;Bayernliga;VfL Günzburg;TG Landshut;="0:0";="0:0";;;;;;;;
Sun.;10.12.2017;09:00;270100;Fürstenfeldbruck, Wittelsbacher-Halle;20064046;ÜBL WC;ÜBL Staffel S 1;TuS Fürstenfeldbruck;TSV Milbertshofen;="0:0";="0:0";;;;;;;;
