Tag;Datum;Zeit;Hallennummer;Inhalt Tooltip Halle;Spielnummer;Liga;Staffelkurzbezeichnung;Heimmannschaft;Gastmannschaft;Ergebnis;Halbzeitergebnis;SR A; Verein SR A; SR B; Verein SR B; SR C; Verein SR C; SR D; Verein SR D
Sat.;24.02.2018;16:30;210342;Rimpar DJK-Halle;20030080;BY MA;Bayernliga;SG DJK Rimpar;SG Auerbach/Pegnitz;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;16:30;240365;Sulzbach-Rosenberg, Krötensee-Halle;20021120;LLF;Landesliga Staffel N;HC Sulzb.Rosenb.;SG Kunstadt-Weidhausen;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;16:30;210300;Ochsenfurt Städtische Sporthalle;20058070;ÜBL WB;ÜBL Staffel NW ;TV Ochsenfurt;TSV Karlstadt;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;16:30;210121;Giebelstadt Mehrzweckhalle;20038068;ÜBL MB;ÜBL Staffel NW ;SpVgg Giebelstadt;HG Maintal;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;16:30;280010;Anzing, Sportzentrum;20062378;ÜBOL WC;ÜBOL SO;SV Anzing;TuS Raubling;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;16:30;230340;Rednitzhembach, Gemeindezentrum;20032162;ÜBOL MA;ÜBOL Staffel O;SV Rednitzhembach;HC Hersbruck e.V;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;16:30;240140;Hemau, Tangrintel-Halle;20057250;ÜBOL WB;ÜBOL Staffel O;HG Hemau/Beratzhausen;SSG Metten;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;16:30;270160;Immenstadt, Julius-Kunert-Halle;20057538;ÜBOL WB;ÜBOL Staffel SW;TV Immenstadt;TuS Fürstenfeldbruck;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;16:45;270220;Marktoberdorf, Hauptschule ;20058654;ÜBL WB;ÜBL Staffel SW ;SG Biessenhofen-Marktoberdorf;Dietmannsried/Altusried;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;17:00;230480;Zirndorf, Biberthalle;20020120;BY F;Bayernliga;HG Zirndorf;HSG Würm-Mitte;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;17:00;210182;Kitzingen Sickergrundhalle;20036077;LL MB;Landesliga Staffel Nord;TSV Rödelsee;TG 48 Würzburg;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;17:00;260082;Eggenfelden, Halle an der Birkenallee;20044056;ÜBL MC;ÜBL Staffel S 1;TV Eggenfelden;TuS Pfarrkirchen;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;17:00;260364;Straubing, Turmair-Gymnasium;20052365;ÜBOL WA;ÜBOL Staffel M;HSG Straub.2008;JHG Regendreieck;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;17:00;240465;Winkelhaid, Dr. Dietmar-Trautmann-Sportanlage;20052465;ÜBOL WA;ÜBOL Staffel O;JSG Nürnberger Land;Nabburg/Schwarzenfeld;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;17:15;240340;Regensburg, Sporthalle ESV 27;20030081;BY MA;Bayernliga;ESV 27 Regensbg.;TSV Herrsching;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;17:15;250181;Königsbrunn, Dreifachhalle;20056261;LL WB;Landesliga Staffel Süd;BHC Königsbr.09;TSV Brunnthal;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;17:15;250120;Gersthofen, Sporthalle Paul-Klee-Gymnasium ;20033533;ÜBL MA;ÜBL Staffel SW  ;SG Augsburg-Gersthofen;TSV Meitingen;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;17:20;280366;Salzburg, Sporthalle Liefering;20042548;ÜBOL MC;ÜBOL Staffel SO;SG SHV/UHC Salzburg;TSV München-Ost;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;17:30;280080;Ebersberg, Dr. Wintrich-Halle;20050064;BY WA;Bayernliga;TSV EBE Forst United;TSV Schleißheim;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;17:30;220021;Bayreuth, Sporthalle Ost;20020121;BY F;Bayernliga;HaSpo Bayreuth;TSV Ottobeuren;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;17:30;240300;Obertraubling, Sportzentrum;20021121;LLF;Landesliga Staffel N;SV Obertraubling;TSV Winkelhaid;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;17:30;230344;Rothenburg, Halle am P1;20061061;LL WC;Landesliga Staffel Nord;TSV Rothenburg;TSG Estenfeld;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;17:30;270080;Eichenau, Sporthalle an der Budrio-Allee;20012120;LLM;Landesliga Staffel S;Eichenauer SV;TSV Friedberg II;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;17:30;250180;Kissing, Paartal-Halle;20022122;LLF;Landesliga Staffel S;Kissinger SC;Dietmannsried/Altusried;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;17:30;270130;Gröbenzell, Wildmoos 1;20061261;LL WC;Landesliga Staffel Süd;HCD Gröbenzell;HT München;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;17:30;250125;Günzburg, Sporthalle ;20056262;LL WB;Landesliga Staffel Süd;VfL Günzburg;TSV Ismaning;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;17:30;230266;Nürnberg, ESV Flügelrad;55;ÜBL MA;ÜBL Staffel M ;ESV Flügelrad;TSV Altenfurt;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;17:30;250440;Vöhringen, Sportpark ;20037480;ÜBOL MB;ÜBOL Staffel SW;SC Vöhringen;TSV Ottobeuren;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;17:35;270325;Pullach, Erzdiözese;20032364;ÜBOL MA;ÜBOL Staffel SO;SV Pullach;SV Bruckmühl;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;17:45;250000;Aichach, Sporthalle Gymnasium;20032266;ÜBOL MA;ÜBOL Staffel SW;TSV Aichach;TV Memmingen;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;18:00;250008;Haunstetten, Sporthalle  TSV;20010120;BY M;Bayernliga;TSV Haunstetten;TSV Ismaning;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;18:00;210026;Bergtheim Willi-Sauer-Halle;20021122;LLF;Landesliga Staffel N;HSG Pleichach;HSV Bergtheim II;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;18:00;220341;Rehau, Sportzentrum;20011122;LLM;Landesliga Staffel N;HSV Hochfranken;SG Regensburg;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;18:00;260205;Landshut, Halle Sportzentrum West;20021123;LLF;Landesliga Staffel N;TG Landshut;MTV Stadeln;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;18:00;280400;Taufkirchen, Sporthalle Köglweg;20022123;LLF;Landesliga Staffel S;SV-DJK Taufkirchen;HCD Gröbenzell II;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;18:00;260220;Mainburg, Sporthalle Mittelschule;20012121;LLM;Landesliga Staffel S;TSV 1861 Mainburg;SG Kempten-Kottern;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;18:00;280224;München, Sporthalle Eversbuschstr.;20012122;LLM;Landesliga Staffel S;TSV Allach 09;Dietmannsried/Altusried;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;18:00;230080;Ellingen, Sporthalle;54;ÜBL MA;ÜBL Staffel M ;TSV Weißenburg;TSV Wendelstein;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;18:00;210160;Iphofen Karl-Knauf Halle ;20063156;ÜBL WC;ÜBL Staffel NW  2;TSV Iphofen;TSV Rothenburg II;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;18:00;280010;Anzing, Sportzentrum;20038956;ÜBL MB;ÜBL Staffel S 2;SV Anzing II;SV Bruckmühl;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;18:00;210361;Schweinfurt Schulzentrum West;80;ÜBOL MA;ÜBOL Staffel N;MHV Schweinf.09;DJK Waldbüttelbr;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;18:00;230120;Gunzenhausen, Stephani-Schule;20057149;ÜBOL WB;ÜBOL Staffel N;TV Gunzenhausen;TSV Altenfurt;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;18:00;240364;Sulzbach-Rosenberg, Sporthalle Realschule;20057251;ÜBOL WB;ÜBOL Staffel O;HC Sulzb.Rosenb.;TV Wackersdorf;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;18:30;230363;Schwabach, Goldschlägerhalle;20020122;BY F;Bayernliga;SG Schwabach/Roth;TSV Ismaning;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;18:30;240365;Sulzbach-Rosenberg, Krötensee-Halle;20011123;LLM;Landesliga Staffel N;HC Sulzb.Rosenb.;HSG Lauf/Heroldsberg;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;18:30;260360;Simbach, Richard-Findel-Halle (städt. Sporthalle;20012123;LLM;Landesliga Staffel S;TSV Simbach;TSV München-Ost;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;19:30;230344;Rothenburg, Halle am P1;20010123;BY M;Bayernliga;TSV Rothenburg;TSV Unterhaching;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;19:30;210201;Lohr Spessarttorhalle;20010121;BY M;Bayernliga;TSV Lohr;DJK Waldbüttelbr;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;19:30;220021;Bayreuth, Sporthalle Ost;20010122;BY M;Bayernliga;HaSpo Bayreuth;TSV Ottobeuren;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;19:30;240340;Regensburg, Sporthalle ESV 27;20021124;LLF;Landesliga Staffel N;ESV 27 Regensbg. II;MHV Schweinf.09;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;19:30;240040;Cham, Sporthalle Jos.-v.-Frauenhofer Gymnasium;20011124;LLM;Landesliga Staffel N;ASV 1863 Cham;SV 08 Auerbach;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;19:45;220224;Münchberg, Gymnasiumhalle;20011125;LLM;Landesliga Staffel N;TV Münchberg;HC Forchheim;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;20:00;240082;Erlangen, Karl-Heinz-Hiersemann Halle;20010124;BY M;Bayernliga;TV Erl.-Bruck;TSV Friedberg;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;20:00;260205;Landshut, Halle Sportzentrum West;20010125;BY M;Bayernliga;TG Landshut;SV Anzing;="0:0";="0:0";;;;;;;;
Sat.;24.02.2018;20:00;280244;München, Schulsporthalle Riegerhofstr.;20022124;LLF;Landesliga Staffel S;SV München Laim;VfL Günzburg;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;09:00;260321;Pfaffenhofen-Niederscheyern, Hauptschule;20063571;ÜBL WC;ÜBL Staffel M ;MTV Pfaffenhofen;TSV Indersdorf;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;09:00;260165;Ingolstadt, Bezirkssportanlage Süd-West I;20043655;ÜBL MC;ÜBL Staffel SO 1;DJK Ingolstadt;SSV Schrobenhausen;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;09:30;240201;Lauf, Halle im Sportpark Haberloh;20043445;ÜBL MC;ÜBL Staffel NO 2 ;TV 77 Lauf II;SpVgg Diepersd.;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;09:30;270100;Fürstenfeldbruck, Wittelsbacher-Halle;20064069;ÜBL WC;ÜBL Staffel S 1;TuS Fürstenfeldbruck;PSV München;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;09:30;270020;Bad Tölz, Sporthalle an der Jahnstrasse;20044271;ÜBL MC;ÜBL Staffel S 3;TV Bad Tölz;TuS Raubling;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;09:30;270080;Eichenau, Sporthalle an der Budrio-Allee;20058556;ÜBL WB;ÜBL Staffel SO 2 ;Eichenauer SV;ASV Dachau;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;09:30;250101;Friedberg, Sporthalle des TSV Friedberg;20043968;ÜBL MC;ÜBL Staffel SW 2 ;TSV Friedberg II;Dinkelscherben;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;10:00;260164;Ingolstadt, Bezirkssportanlage Süd-Ost;20063572;ÜBL WC;ÜBL Staffel M ;HG Ingolstadt;MTV  Ingolstadt;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;10:00;210182;Kitzingen Sickergrundhalle;20038069;ÜBL MB;ÜBL Staffel NW ;HSG Mainfranken;TV Ochsenfurt;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;10:00;270024;Buchloe, Sporthalle des VfL Buchloe;20043856;ÜBL MC;ÜBL Staffel SW 1 ;VfL Buchloe;SG Biessenhofen-Marktoberdorf;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;10:00;220021;Bayreuth, Sporthalle Ost;20052127;ÜBOL WA;ÜBOL Staffel NO;HaSpo Bayreuth;TV Helmbrechts;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;10:00;280240;München, Sporthalle BBZ Lindwurmstr.;20037578;ÜBOL MB;ÜBOL Staffel S;SG Süd/Blumenau;TSV Allach 09 III;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;10:00;260001;Altötting, Dreifachturnhalle Hauptschule;20057638;ÜBOL WB;ÜBOL Staffel S;TV Altötting;VfL Waldkraiburg;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;10:15;260020;Bergkirchen, Sporthalle;20043772;ÜBL MC;ÜBL Staffel SO 2 ;HSG Schwab/kirchen;HSG Gröbenzell-Olching II;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;10:15;210442;Volkach Mainschleifenhalle;20062038;ÜBOL WC;ÜBOL N;HSG Volkach;HG Hut/Ahorn;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;10:30;240105;Forchheim, Herder Halle;73;ÜBL MB;ÜBL Staffel M;SV Buckenhofen;Post SV Nbg II;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;10:30;240080;Eckental, Sporthalle Eschenau;20043446;ÜBL MC;ÜBL Staffel NO 2 ;HG Eckental;SV Buckenhofen;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;10:30;280244;München, Schulsporthalle Riegerhofstr.;20064070;ÜBL WC;ÜBL Staffel S 1;SV München Laim II;TSV München-Ost;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;10:30;280400;Taufkirchen, Sporthalle Köglweg;20064143;ÜBL WC;ÜBL Staffel S 2;HT München III;TSV Grafing;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;10:30;280440;Vaterstetten, Schulsporthalle;20064144;ÜBL WC;ÜBL Staffel S 2;TSV Vaterstetten;TSV Wartenberg;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;10:30;260180;Karlsfeld, Sporthalle;20038555;ÜBL MB;ÜBL Staffel SO 1;TSV Karlsfeld;ASV Dachau;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;10:30;230344;Rothenburg, Halle am P1;20057050;ÜBOL WB;ÜBOL Staffel NW;TSV Rothenburg;MTV Stadeln;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;10:30;260321;Pfaffenhofen-Niederscheyern, Hauptschule;20042363;ÜBOL MC;ÜBOL Staffel O;MTV Pfaffenhofen;TSV Ismaning;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;10:45;240260;Nabburg, Sporthalle Gymnasium;55;ÜBL WB;ÜBL Staffel N;Nabburg/Schwarzenfeld;HSG Fichtelgebirge;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;10:45;270020;Bad Tölz, Sporthalle an der Jahnstrasse;20037579;ÜBOL MB;ÜBOL Staffel S;TV Bad Tölz;BHC Königsbr.09;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;10:45;250124;Gundelfingen,Kreissporthalle ;20042252;ÜBOL MC;ÜBOL Staffel W;TV Gundelfingen;BHC Königsbr.09;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;10:45;250361;Schwabmünchen, Sporthalle an der Grundschule ;20052765;ÜBOL WA;ÜBOL Staffel W;Schwabmünchen;BHC Königsbr.09;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;11:00;210342;Rimpar DJK-Halle;20040077;BY MC;Bayernliga;SG DJK Rimpar;HSC 2000 Coburg;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;11:00;230268;Nürnberg, Herriedenerhalle;20061062;LL WC;Landesliga Staffel Nord;TV Eibach 03;Schwabmünchen;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;11:00;270124;Germering, Unterpfaffenhofen Realschule ;20036275;LL MB;Landesliga Staffel Süd;SC U`hfn/Germering;TSV Schleißheim;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;11:00;230362;Stein, Gymnasiumhalle;20043566;ÜBL MC;ÜBL Staffel M  ;TSV Stein;SpV Mögeldorf;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;11:00;220142;Hof, Jahnhalle;54;ÜBL MB;ÜBL Staffel N ;TSV Hof 1861;HSG Fichtelgebirge;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;11:00;280120;Garching, Zeppelin-Sportpark ;20044167;ÜBL MC;ÜBL Staffel S 2;VfR Garching;SG Schwabing/1880;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;11:00;270184;Kempten, Sporthalle an der Westendstrasse;20062280;ÜBOL WC;ÜBOL SW;SG Kempten-Kottern;BHC Königsbr.09;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;11:00;230269;Nürnberg, Katzwang Sporthalle;20052281;ÜBOL WA;ÜBOL Staffel N;TSV Katzwang 05;TSV Schnelldorf;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;11:00;220045;Coburg, Angerhalle NEU;81;ÜBOL MA;ÜBOL Staffel N;TS Coburg;TG 48 Würzburg;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;11:00;230081;Emskirchen, Sport- und. Spielzentrum;20037082;ÜBOL MB;ÜBOL Staffel NW;SV Puschendorf;TV Roßtal;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;11:00;280249;München, Sporthalle TSV Milbertshofen;20042364;ÜBOL MC;ÜBOL Staffel O;TSV Milbertshofen;HSG Freising-Neufahrn;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;11:00;240201;Lauf, Halle im Sportpark Haberloh;20052466;ÜBOL WA;ÜBOL Staffel O;TV 77 Lauf;SpVgg Diepersd.;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;11:00;270226;Murnau, Hans Burger;20032365;ÜBOL MA;ÜBOL Staffel SO;TSV Murnau;TSV Grafing;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;11:15;270100;Fürstenfeldbruck, Wittelsbacher-Halle;20030082;BY MA;Bayernliga;TuS Fürstenfeldbruck;TV Eibach 03;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;11:15;230463;Wendelstein, Gymnasium;20043567;ÜBL MC;ÜBL Staffel M  ;TSV Wendelstein;JHG Adler Nürnberg II;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;11:15;220141;Hirschaid, Regnitz-Arena;20058257;ÜBL WB;ÜBL Staffel NO;TV Hallstadt;SG Kunstadt-Weidhausen;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;11:15;210141;Höchberg Mainlandhalle;20063157;ÜBL WC;ÜBL Staffel NW  2;TG 1862 Höchberg;TSV Neustadt;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;11:15;210401;Thüngersheim Raiffeisen Sporthalle;20063056;ÜBL WC;ÜBL Staffel NW 1;HSV Thüngersheim;TV Gerolzhofen;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;11:15;250101;Friedberg, Sporthalle des TSV Friedberg;20037580;ÜBOL MB;ÜBOL Staffel S;TSV Friedberg II;TSV Neusäss;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;11:30;240082;Erlangen, Karl-Heinz-Hiersemann Halle;20041076;LL MC;Landesliga Staffel Nord;HC Erlangen II;TV Roßtal;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;11:30;280224;München, Sporthalle Eversbuschstr.;20036276;LL MB;Landesliga Staffel Süd;TSV Allach 09 II;SV Anzing;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;11:30;260300;Oberschleißheim, Sporthalle an der Jahnstr. ;20063573;ÜBL WC;ÜBL Staffel M ;TSV Schleißheim II;DJK Ingolstadt;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;11:30;260164;Ingolstadt, Bezirkssportanlage Süd-Ost;20043656;ÜBL MC;ÜBL Staffel SO 1;HG Ingolstadt;VFL Landshut II;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;11:30;270024;Buchloe, Sporthalle des VfL Buchloe;20058655;ÜBL WB;ÜBL Staffel SW ;VfL Buchloe;TSV Peißenberg;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;11:30;210442;Volkach Mainschleifenhalle;82;ÜBOL MA;ÜBOL Staffel N;HSG Volkach;HC Forchheim;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;11:30;210182;Kitzingen Sickergrundhalle;20052282;ÜBOL WA;ÜBOL Staffel N;HSG Mainfranken;MTV Stadeln II;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;11:45;240083;Erlangen, Sporthalle am Europakanal;20063454;ÜBL WC;ÜBL Staffel NO;HC Erlangen II;Tuspo Nürnberg;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;11:45;240084;Erlangen, Emmy-Noether-Halle;20063455;ÜBL WC;ÜBL Staffel NO;SC Eltersdorf;HC Forchheim;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;11:45;260020;Bergkirchen, Sporthalle;20062281;ÜBOL WC;ÜBOL SW;HSG Schwab/kirchen;TSV Meitingen;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;11:45;260001;Altötting, Dreifachturnhalle Hauptschule;20037351;ÜBOL MB;ÜBOL Staffel SO;TV Altötting;TSV EBE Forst United;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;11:45;280240;München, Sporthalle BBZ Lindwurmstr.;20042451;ÜBOL MC;ÜBOL Staffel SW;SG Süd/Blumenau;TSV Herrsching;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;11:50;260225;Moosburg, Sporthalle Hauptschule;20042365;ÜBOL MC;ÜBOL Staffel O;SG Moosburg e.V.;TG Landshut;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;12:00;220021;Bayreuth, Sporthalle Ost;20030083;BY MA;Bayernliga;HaSpo Bayreuth;Post SV Nbg;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;12:00;230263;Nürnberg, 1. FCN-Halle;20060050;BY WC;Bayernliga;1.FCN Handball;SV Puschendorf;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;12:00;220261;Neustadt, Frankenhalle;20033155;ÜBL MA;ÜBL Staffel N;HSG Rödental/Neustadt;TV Michelau;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;12:00;210361;Schweinfurt Schulzentrum West;20038070;ÜBL MB;ÜBL Staffel NW ;MHV Schweinf.09;TG Heidingsfeld;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;12:00;280440;Vaterstetten, Schulsporthalle;20058772;ÜBL WB;ÜBL Staffel S;TSV Vaterstetten II;TSV Brunnthal II;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;12:00;280400;Taufkirchen, Sporthalle Köglweg;20044273;ÜBL MC;ÜBL Staffel S 3;HT München II;SV Pullach;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;12:00;280145;Hausham, Schulsporthalle;20044272;ÜBL MC;ÜBL Staffel S 3;TSV Schliersee;TSV Brannenburg;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;12:00;260321;Pfaffenhofen-Niederscheyern, Hauptschule;20037249;ÜBOL MB;ÜBOL Staffel M;MTV Pfaffenhofen;TG Landshut;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;12:00;230108;Fürth, Sporthalle Stadeln;83;ÜBOL MA;ÜBOL Staffel N;MTV Stadeln;TV Eibach 03 II;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;12:00;240002;Amberg, Gregor-Mendel-Gymnasium;20032163;ÜBOL MA;ÜBOL Staffel O;JSG Amberg/Sulzbach;TV Münchberg;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;12:00;280366;Salzburg, Sporthalle Liefering;20052881;ÜBOL WA;ÜBOL Staffel S;SHC Salzburg;TSV Simbach;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;12:15;240264;Neutraubling, Sporthalle Mittelschule;20060051;BY WC;Bayernliga;Mintraching/Neutraubling;ESV 27 Regensbg.;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;12:15;210060;Dettelbach Maintalhalle;20043070;ÜBL MC;ÜBL Staffel NW ;TV Dettelbach;HSG Mainfranken;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;12:15;210223;Marktsteft Mehrzweckhalle;20058071;ÜBL WB;ÜBL Staffel NW ;TV Marktsteft;TV Gerolzhofen;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;12:15;280241;München, Sporthalle Gaißacher Str.;20064071;ÜBL WC;ÜBL Staffel S 1;SG Süd/Blumenau;HSG Isar-Loisach II;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;12:15;260480;Zolling, Dreifach-Turnhalle;20063845;ÜBL WC;ÜBL Staffel SO  ;SVA Palzing;DJK Ingolstadt II;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;12:15;270461;Weilheim, Jahnhalle ;20038671;ÜBL MB;ÜBL Staffel SW 1 ;TSV Weilheim;TSV Murnau II;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;12:15;240080;Eckental, Sporthalle Eschenau;20037183;ÜBOL MB;ÜBOL Staffel NO;HG Eckental;HC Hersbruck e.V;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;12:15;270020;Bad Tölz, Sporthalle an der Jahnstrasse;20052666;ÜBOL WA;ÜBOL Staffel SW;TV Bad Tölz;TuS Fürstenfeldbruck;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;12:30;260100;Freising, Luitpoldhalle;20056063;LL WB;Landesliga Staffel Nord;HSG Freising-Neufahrn;TSG Estenfeld;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;12:30;270124;Germering, Unterpfaffenhofen Realschule ;20041278;LL MC;Landesliga Staffel Süd;SC U`hfn/Germering;TSV Simbach;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;12:30;220142;Hof, Jahnhalle;57;ÜBL WB;ÜBL Staffel N;TSV Hof 1861;SG Auerbach/Pegnitz;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;12:30;220260;Naila, Frankenhalle;56;ÜBL WB;ÜBL Staffel N;HG Naila;HC Weiden;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;12:30;260162;Ingolstadt, Bezirkssportanlage Mitte;20033344;ÜBL MA;ÜBL Staffel NO ;MTV  Ingolstadt;ATSV Kelheim e.V;="0:0";="0:0";;;;;;;;
Sun.;25.02.2018;12:30;240260;Nabburg, Sporthalle Gymnasium;44;ÜBL MB;ÜBL Staffel NO ;Nabburg/Schwarzenfeld;SpV Mögeldorf;="0:0";="0:0";;;;;;;;
